"Date","District","ProjectName","Address","PropertyType","Tenure","AreaSqFt","AreaType","PricePSF","Price"
"5 Feb 2026","14","N.A.","XX LORONG MARZUKI","Terrace","Freehold","2,345","Land","2,314","5,428,000"
"5 Feb 2026","16","N.A.","XX JALAN CHEMPAKA KUNING","Terrace","70 yrs FROM 1964","3,724","Land","107","400,000"
"5 Feb 2026","11","CAPITOL PARK","XX JALAN ASUHAN","Terrace","Freehold","2,762","Land","3,035","8,383,000"
"5 Feb 2026","21","MONT TIMAH","XX BUKIT WAY","Terrace","99 yrs FROM 2004","4,564","Strata","940","4,288,000"
"5 Feb 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,305","Strata","757","2,500,000"
"4 Feb 2026","21","CLEMENTI PARK","XX SUNSET TERRACE","Terrace","Freehold","4,024","Land","2,610","10,500,000"
"4 Feb 2026","20","NEW SOO CHOW GARDENS","XX SOO CHOW WAY","Terrace","Freehold","1,818","Land","2,728","4,960,000"
"3 Feb 2026","19","N.A.","XX JALAN MASTULI","Terrace","Freehold","2,650","Land","2,555","6,770,000"
"3 Feb 2026","19","N.A.","XX JALAN NAUNG","Terrace","999 yrs FROM 1883","2,646","Land","1,984","5,250,000"
"3 Feb 2026","14","EUHABITAT","XX JALAN EUNOS","Terrace","99 yrs FROM 2010","3,380","Strata","941","3,180,000"
"3 Feb 2026","26","HEETON PARK","XX THONG SOON AVENUE","Terrace","Freehold","2,373","Land","1,833","4,350,000"
"3 Feb 2026","22","YUNNAN GARDENS","XX YUNNAN CRESCENT","Terrace","Freehold","4,228","Land","1,230","5,200,000"
"2 Feb 2026","19","N.A.","XX JALAN BUNGA RAMPAI","Terrace","Freehold","2,706","Land","2,132","5,770,000"
"2 Feb 2026","20","FULTON HILL","XX FULTON ROAD","Terrace","999 yrs FROM 1991","1,775","Land","2,438","4,328,000"
"2 Feb 2026","19","GOLDENHILL VILLAS","XX GOLDEN DRIVE","Terrace","Freehold","1,615","Land","2,880","4,650,000"
"2 Feb 2026","11","HILLCREST VILLA","XX HILLCREST ROAD","Terrace","99 yrs FROM 2006","3,078","Strata","1,299","4,000,000"
"2 Feb 2026","16","MISTRAL PARK","XX JALAN ANGIN LAUT","Terrace","Freehold","1,647","Land","2,459","4,050,000"
"2 Feb 2026","14","SIN CHUAN GARDEN","XX WARINGIN PARK","Terrace","Freehold","2,760","Land","1,812","5,000,000"
"2 Feb 2026","26","THE SPRINGSIDE","XX SPRINGSIDE AVENUE","Terrace","Freehold","2,210","Land","2,161","4,775,688"
"2 Feb 2026","22","YUNNAN GARDENS","XX YUNNAN WALK 1","Terrace","Freehold","2,550","Land","1,608","4,100,000"
"2 Feb 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,620","4,231,000"
"30 Jan 2026","12","N.A.","XX ST. MICHAEL'S ROAD","Terrace","Freehold","2,112","Land","1,936","4,088,000"
"30 Jan 2026","19","N.A.","XX UPPER PAYA LEBAR ROAD","Terrace","Freehold","1,649","Land","2,069","3,412,000"
"30 Jan 2026","19","CHARLTON PARK","XX JALAN GENENG","Terrace","Freehold","1,995","Land","1,820","3,630,000"
"30 Jan 2026","15","OPERA ESTATE","XX AIDA STREET","Terrace","Freehold","1,285","Land","2,645","3,400,000"
"30 Jan 2026","15","OPERA ESTATE","XX FIDELIO STREET","Terrace","Freehold","1,886","Land","1,326","2,500,000"
"30 Jan 2026","19","PAYA LEBAR GARDENS","XX JALAN USAHA","Terrace","Freehold","1,279","Land","3,754","4,800,000"
"30 Jan 2026","23","VILLA VERDE","XX VERDE PLACE","Terrace","99 yrs FROM 1997","1,615","Land","1,394","2,250,000"
"30 Jan 2026","27","WATERCOVE","XX WAK HASSAN DRIVE","Terrace","Freehold","3,466","Strata","1,039","3,600,000"
"29 Jan 2026","15","N.A.","XX JOO CHIAT WALK","Terrace","Freehold","1,988","Land","2,515","5,000,000"
"29 Jan 2026","15","OPERA ESTATE","XX FIDELIO STREET","Terrace","Freehold","1,651","Land","2,323","3,835,000"
"29 Jan 2026","15","OPERA ESTATE","XX TERANG BULAN AVENUE","Terrace","Freehold","1,892","Land","2,367","4,480,000"
"29 Jan 2026","13","SENNETT ESTATE","XX MULBERRY AVENUE","Terrace","Freehold","1,500","Land","2,333","3,500,000"
"29 Jan 2026","5","WEST COAST GARDENS","XX WEST COAST PLACE","Terrace","956 yrs FROM 1928","2,004","Land","2,189","4,388,000"
"28 Jan 2026","14","N.A.","XX LORONG 22 GEYLANG","Terrace","Freehold","1,657","Land","2,113","3,500,000"
"28 Jan 2026","20","MAYFLOWER GARDENS","XX MAYFLOWER TERRACE","Terrace","Freehold","3,369","Land","1,551","5,225,000"
"28 Jan 2026","25","WOODHAVEN","XX WOODGROVE AVENUE","Terrace","99 yrs FROM 2011","3,358","Strata","950","3,190,000"
"28 Jan 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","2,422","Land","2,012","4,873,510"
"27 Jan 2026","28","LUXUS HILLS","XX SELETAR GREEN VIEW","Terrace","999 yrs FROM 1879","1,615","Land","3,041","4,910,000"
"26 Jan 2026","28","N.A.","XX JALAN TARI PIRING","Terrace","999 yrs FROM 1879","1,813","Land","1,627","2,950,000"
"26 Jan 2026","26","HEETON CLASSIC","XX THONG SOON GREEN","Terrace","Freehold","3,765","Land","1,681","6,330,000"
"26 Jan 2026","19","MARLENE VILLE","XX MARLENE AVENUE","Terrace","Freehold","2,433","Strata","1,291","3,140,000"
"25 Jan 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,630","4,247,000"
"23 Jan 2026","13","N.A.","XX JALAN CHENGKEK","Terrace","Freehold","2,630","Land","1,635","4,300,000"
"23 Jan 2026","28","CABANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2009","2,917","Strata","1,000","2,917,000"
"23 Jan 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN CHENGAM","Terrace","Freehold","3,109","Land","2,149","6,680,000"
"23 Jan 2026","16","TANAH MERAH GREEN","XX TANAH MERAH KECHIL AVENUE","Terrace","99 yrs FROM 1997","2,229","Land","1,596","3,558,000"
"23 Jan 2026","20","THOMSON HILLS ESTATE","XX SERENADE WALK","Terrace","Freehold","2,079","Land","1,973","4,100,000"
"22 Jan 2026","5","N.A.","XX JALAN PASIR RIA","Terrace","Freehold","1,638","Land","3,144","5,150,000"
"22 Jan 2026","19","N.A.","XX JALAN GOTONG ROYONG","Terrace","Freehold","1,300","Land","3,159","4,108,000"
"22 Jan 2026","19","THE ARECA","XX BUNGA RAMPAI PLACE","Terrace","99 yrs FROM 2000","2,519","Strata","1,008","2,539,999"
"22 Jan 2026","27","WATERCOVE","XX WAK HASSAN DRIVE","Terrace","Freehold","3,488","Strata","946","3,300,000"
"22 Jan 2026","19","PEOPLES GARDEN","XX LORONG 7 REALTY PARK","Terrace","999 yrs FROM 1876","3,004","Land","1,758","5,280,000"
"21 Jan 2026","16","N.A.","XX JALAN TANJONG","Terrace","Freehold","2,279","Land","2,063","4,700,000"
"21 Jan 2026","28","CABANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2009","2,917","Strata","928","2,708,000"
"21 Jan 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN MENARONG","Terrace","Freehold","2,000","Land","3,200","6,400,000"
"21 Jan 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN TELANG","Terrace","Freehold","1,983","Land","2,623","5,200,000"
"21 Jan 2026","5","WESTSIDE 33","XX WEST COAST ROAD","Terrace","Freehold","2,799","Strata","1,126","3,150,000"
"20 Jan 2026","19","N.A.","XX SIMON LANE","Terrace","Freehold","1,528","Strata","1,734","2,650,000"
"20 Jan 2026","10","MOUNT SINAI","XX MOUNT SINAI DRIVE","Terrace","999 yrs FROM 1885","1,807","Land","3,475","6,280,000"
"20 Jan 2026","13","SENNETT ESTATE","XX MACPHERSON ROAD","Terrace","Freehold","1,500","Land","2,186","3,280,000"
"19 Jan 2026","15","OPERA ESTATE","XX DAFNE STREET","Terrace","Freehold","1,280","Land","2,828","3,618,888"
"19 Jan 2026","19","TAI HWAN GARDEN","XX TAI HWAN WALK","Terrace","Freehold","2,015","Land","2,521","5,080,000"
"19 Jan 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,305","Strata","738","2,438,000"
"19 Jan 2026","17","LANDED HOUSING DEVELOPMENT","XX LOYANG BESAR CLOSE","Terrace","999 years leasehold","2,651","Land","2,293","6,080,000"
"16 Jan 2026","10","HENRY PARK","XX GROVE DRIVE","Terrace","Freehold","3,940","Land","2,665","10,500,000"
"16 Jan 2026","26","HONG HENG TERRACE","XX THONG BEE ROAD","Terrace","Freehold","1,634","Land","2,436","3,980,000"
"16 Jan 2026","10","SOMMERVILLE PARK","XX SOMMERVILLE ESTATE ROAD","Terrace","Freehold","3,068","Strata","1,858","5,700,000"
"16 Jan 2026","19","TAI HWAN GARDEN","XX TAI HWAN LANE","Terrace","Freehold","2,016","Land","2,117","4,268,000"
"16 Jan 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,283","Strata","761","2,500,000"
"16 Jan 2026","26","TEACHERS' HOUSING ESTATE","XX TAGORE AVENUE","Terrace","999 yrs FROM 1885","1,804","Land","2,633","4,750,000"
"15 Jan 2026","13","SERANGOON PARK","XX JALAN RIANG","Terrace","Freehold","1,652","Land","2,602","4,300,000"
"15 Jan 2026","28","SUNRISE VILLA","XX SUNRISE WAY","Terrace","Freehold","1,642","Land","2,802","4,600,000"
"15 Jan 2026","15","CAYMAN RESIDENCES","XX EAST COAST AVENUE","Terrace","Freehold","1,685","Land","3,621","6,100,000"
"14 Jan 2026","9","N.A.","XX EMERALD HILL ROAD","Terrace","Freehold","2,418","Land","4,715","11,399,000"
"14 Jan 2026","20","THOMSON GARDEN ESTATE","XX SIN MING ROAD","Terrace","Freehold","943","Land","3,182","3,000,000"
"13 Jan 2026","19","SURIN GARDENS","XX SURIN AVENUE","Terrace","Freehold","1,928","Land","2,998","5,780,000"
"12 Jan 2026","14","N.A.","XX LORONG MARZUKI","Terrace","Freehold","1,775","Land","2,434","4,320,000"
"12 Jan 2026","15","N.A.","XX MUGLISTON ROAD","Terrace","Freehold","4,809","Land","1,986","9,550,000"
"12 Jan 2026","19","N.A.","XX BRIGHTON CRESCENT","Terrace","Freehold","3,107","Land","2,511","7,800,000"
"12 Jan 2026","13","N.A.","XX JALAN LATEH","Terrace","Freehold","3,069","Land","1,753","5,380,000"
"12 Jan 2026","21","N.A.","XX TOH TUCK CRESCENT","Terrace","99 yrs FROM 1992","1,713","Land","1,693","2,900,000"
"12 Jan 2026","26","TEACHERS' HOUSING ESTATE","XX LI PO AVENUE","Terrace","999 yrs FROM 1885","3,115","Land","1,669","5,200,000"
"9 Jan 2026","20","CHIP THYE GARDEN","XX YIO CHU KANG GARDENS","Terrace","Freehold","2,160","Land","1,990","4,300,000"
"9 Jan 2026","19","SERANGOON GARDEN ESTATE","XX BROCKHAMPTON DRIVE","Terrace","999 yrs FROM 1955","2,806","Land","1,711","4,800,000"
"9 Jan 2026","28","STRATTON PARK","XX STRATTON WALK","Terrace","Freehold","3,297","Land","1,486","4,900,000"
"9 Jan 2026","28","BELGRAVIA VILLAS","XX BELGRAVIA DRIVE","Terrace","Freehold","3,584","Strata","1,107","3,968,000"
"8 Jan 2026","15","N.A.","XX JOO CHIAT PLACE","Terrace","Freehold","1,552","Land","3,157","4,900,000"
"8 Jan 2026","19","N.A.","XX ST. XAVIER'S LANE","Terrace","Freehold","2,846","Land","1,616","4,600,000"
"8 Jan 2026","19","LANGE 28","XX LANGE ROAD","Terrace","999 yrs FROM 1878","2,099","Strata","1,191","2,500,000"
"8 Jan 2026","13","SENNETT ESTATE","XX LICHI AVENUE","Terrace","Freehold","2,306","Land","2,385","5,500,000"
"8 Jan 2026","20","THOMSON GARDEN ESTATE","XX JALAN PINTAU","Terrace","Freehold","885","Land","3,560","3,150,000"
"8 Jan 2026","22","WESTVILLE","XX WESTWOOD ROAD","Terrace","99 yrs FROM 1994","2,174","Land","1,145","2,490,000"
"7 Jan 2026","19","LEGEND @ JANSEN","XX JANSEN ROAD","Terrace","999 yrs FROM 1876","2,056","Strata","1,386","2,850,000"
"7 Jan 2026","20","SEMBAWANG HILLS ESTATE","XX NEMESU AVENUE","Terrace","Freehold","1,500","Land","3,258","4,888,000"
"7 Jan 2026","27","THE SHAUGHNESSY","XX MILTONIA CLOSE","Terrace","99 yrs FROM 2001","3,455","Strata","709","2,450,000"
"7 Jan 2026","15","PALACIO","XX LORONG M TELOK KURAU","Terrace","Freehold","3,983","Strata","954","3,800,000"
"7 Jan 2026","19","AFFINITY AT SERANGOON","XX SERANGOON NORTH AVENUE 1","Terrace","99 yrs FROM 2018","2,347","Strata","1,417","3,325,000"
"6 Jan 2026","28","N.A.","XX JALAN TARI PIRING","Terrace","999 yrs FROM 1879","1,840","Land","1,837","3,380,000"
"5 Jan 2026","20","SEMBAWANG HILLS ESTATE","XX JALAN KURAS","Terrace","Freehold","2,486","Land","2,091","5,200,000"
"5 Jan 2026","27","SPRINGHILL","2 SEMBAWANG WALK #XX-XX","Terrace","99 yrs FROM 2002","2,745","Strata","729","2,000,000"
"5 Jan 2026","5","WEST COAST GARDENS","XX WEST COAST PLACE","Terrace","956 yrs FROM 1928","1,980","Land","2,172","4,300,000"
"2 Jan 2026","19","N.A.","XX RICHARDS PLACE","Terrace","Freehold","2,801","Land","1,553","4,350,000"
"2 Jan 2026","19","SERANGOON GARDEN ESTATE","XX PENSHURST PLACE","Terrace","Freehold","2,114","Land","2,271","4,800,000"
"2 Jan 2026","16","SUMMER GARDENS","XX UPPER CHANGI ROAD EAST","Terrace","99 yrs FROM 1995","3,025","Strata","916","2,770,000"
"2 Jan 2026","23","HILLSTA","XX PHOENIX ROAD","Terrace","99 yrs FROM 2011","3,369","Strata","905","3,050,000"
"2 Jan 2026","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,606","4,208,000"
"31 Dec 2025","20","CLOVER PARK","XX CLOVER WAY","Terrace","Freehold","1,793","Land","2,911","5,220,000"
"30 Dec 2025","15","N.A.","XX CARPMAEL ROAD","Terrace","Freehold","1,738","Land","3,843","6,680,000"
"30 Dec 2025","15","N.A.","XX EAST COAST ROAD","Terrace","Freehold","1,841","Land","4,075","7,500,000"
"30 Dec 2025","19","N.A.","XX JALAN ARIF","Terrace","999 yrs FROM 1875","1,870","Land","2,182","4,080,000"
"30 Dec 2025","28","ESTE VILLA","XX NIM ROAD","Terrace","Freehold","3,391","Strata","1,028","3,485,000"
"30 Dec 2025","15","OPERA ESTATE","XX ERNANI STREET","Terrace","Freehold","1,600","Land","3,470","5,550,000"
"30 Dec 2025","15","SEASIDE PARK","XX EAST COAST ROAD","Terrace","Freehold","3,054","Land","2,430","7,420,000"
"30 Dec 2025","26","THE SPRINGSIDE","XX SPRINGSIDE CRESCENT","Terrace","Freehold","1,663","Land","2,453","4,080,000"
"30 Dec 2025","21","TOH TUCK GARDEN","XX TOH TUCK CRESCENT","Terrace","Freehold","1,758","Land","2,297","4,038,000"
"30 Dec 2025","23","VILLA VERDE","XX VERDE CRESCENT","Terrace","99 yrs FROM 1997","2,153","Land","1,207","2,598,888"
"29 Dec 2025","19","N.A.","XX BRIGHTON CRESCENT","Terrace","Freehold","2,274","Land","2,928","6,660,000"
"29 Dec 2025","16","BEDOK PARK","XX LIMAU GARDEN","Terrace","Freehold","3,282","Land","1,487","4,880,000"
"29 Dec 2025","17","LOYANG VILLAS","XX LOYANG VIEW","Terrace","99 yrs FROM 1993","1,615","Land","1,431","2,310,000"
"29 Dec 2025","16","PEAKVILLE PARK","XX PEAKVILLE WALK","Terrace","Freehold","1,756","Land","2,381","4,180,000"
"29 Dec 2025","19","SERANGOON GARDEN ESTATE","XX BLOXHOME DRIVE","Terrace","999 yrs FROM 1955","2,800","Land","1,846","5,168,000"
"29 Dec 2025","28","SUNRISE VILLA","XX SUNRISE PLACE","Terrace","Freehold","1,717","Land","2,097","3,600,000"
"29 Dec 2025","11","THE GREENWOOD","XX GREENWOOD AVENUE","Terrace","103 yrs FROM 2008","3,326","Strata","1,132","3,765,000"
"29 Dec 2025","16","THE SPRINGFIELD","XX CHEMPAKA KUNING LINK","Terrace","99 yrs FROM 1995","2,336","Strata","949","2,216,800"
"29 Dec 2025","22","YUNNAN GARDENS","XX YUNNAN WALK 1","Terrace","Freehold","2,551","Land","1,913","4,880,000"
"29 Dec 2025","16","EAST TUDOR","XX UPPER CHANGI ROAD","Terrace","Freehold","2,404","Land","1,664","4,000,000"
"29 Dec 2025","13","GPL TERRACE","XX PUAY HEE AVENUE","Terrace","Freehold","1,969","Land","2,387","4,700,000"
"29 Dec 2025","26","TEACHERS' HOUSING ESTATE","XX TAGORE AVENUE","Terrace","999 yrs FROM 1885","1,804","Land","2,871","5,180,000"
"26 Dec 2025","19","N.A.","XX SIMON ROAD","Terrace","Freehold","1,443","Land","2,333","3,368,000"
"26 Dec 2025","23","CASHEW VILLAS","XX CASHEW CRESCENT","Terrace","999 yrs FROM 1883","2,424","Land","1,898","4,600,000"
"25 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,617","4,225,000"
"24 Dec 2025","13","MACPHERSON GARDEN ESTATE","XX JALAN GEMBIRA","Terrace","Freehold","887","Land","3,044","2,700,000"
"23 Dec 2025","19","N.A.","XX TEOW HOCK AVENUE","Terrace","Freehold","2,320","Land","2,681","6,218,000"
"23 Dec 2025","19","N.A.","XX UPPER PAYA LEBAR ROAD","Terrace","Freehold","1,600","Land","2,338","3,740,000"
"23 Dec 2025","19","CHUAN GREEN","XX CHUAN DRIVE","Terrace","99 yrs FROM 2001","1,925","Land","1,833","3,528,000"
"23 Dec 2025","13","SENNETT ESTATE","XX MACPHERSON ROAD","Terrace","Freehold","1,499","Land","2,188","3,280,000"
"23 Dec 2025","20","THOMSON GARDEN ESTATE","XX JALAN PINTAU","Terrace","Freehold","885","Land","3,221","2,850,000"
"22 Dec 2025","28","N.A.","XX JALAN TARI PIRING","Terrace","999 yrs FROM 1879","1,809","Land","2,425","4,388,000"
"22 Dec 2025","20","N.A.","XX JALAN IKAN MERAH","Terrace","Freehold","1,962","Land","2,472","4,850,000"
"22 Dec 2025","19","HAUS@SERANGOON GARDEN","XX SERANGOON GARDEN RISE","Terrace","99 yrs FROM 2011","2,290","Land","1,695","3,880,000"
"19 Dec 2025","19","N.A.","XX JALAN TANI","Terrace","999 yrs FROM 1875","2,184","Land","1,740","3,800,000"
"19 Dec 2025","19","CHARLTON RESIDENCES","XX CHARLTON ROAD","Terrace","Freehold","5,350","Strata","815","4,360,000"
"19 Dec 2025","28","STRATTON GREEN","XX STRATTON DRIVE","Terrace","Freehold","1,970","Land","2,122","4,180,000"
"19 Dec 2025","22","WESTVILLE","XX WESTWOOD AVENUE","Terrace","99 yrs FROM 1994","1,612","Land","1,476","2,380,000"
"18 Dec 2025","15","N.A.","XX TENG TONG ROAD","Terrace","Freehold","1,566","Land","2,841","4,450,000"
"18 Dec 2025","28","N.A.","XX JALAN TARI PIRING","Terrace","999 yrs FROM 1879","1,822","Land","2,557","4,660,000"
"18 Dec 2025","28","N.A.","XX LORONG TANGGAM","Terrace","999 yrs FROM 1879","2,014","Land","2,040","4,108,000"
"18 Dec 2025","20","HORIZON GREEN","XX ANG MO KIO AVENUE 2","Terrace","99 yrs FROM 1995","3,197","Strata","960","3,068,000"
"18 Dec 2025","13","MACPHERSON GARDEN ESTATE","XX JALAN SETIA","Terrace","Freehold","885","Land","3,638","3,218,888"
"18 Dec 2025","19","PARRY PARK","XX PARRY WALK","Terrace","999 yrs FROM 1877","3,593","Land","1,392","5,000,000"
"18 Dec 2025","28","SELETAR HILLS ESTATE","XX JALAN KERUING","Terrace","Freehold","2,160","Land","1,676","3,620,000"
"18 Dec 2025","20","SEMBAWANG HILLS ESTATE","XX CASUARINA ROAD","Terrace","Freehold","1,500","Land","3,166","4,750,000"
"18 Dec 2025","20","SEMBAWANG HILLS ESTATE","XX JALAN KURAS","Terrace","Freehold","1,783","Land","3,057","5,450,000"
"18 Dec 2025","23","VILLA VERDE","XX VERDE CRESCENT","Terrace","99 yrs FROM 1997","1,779","Land","1,394","2,480,000"
"17 Dec 2025","19","JANSEN 8","XX JANSEN ROAD","Terrace","Freehold","3,089","Strata","948","2,930,000"
"17 Dec 2025","28","LUXUS HILLS","XX SELETAR GREEN AVENUE","Terrace","999 yrs FROM 1879","1,644","Land","2,799","4,600,000"
"17 Dec 2025","13","OASIS @ MULBERRY","XX CHEMPAKA AVENUE","Terrace","Freehold","1,702","Land","2,843","4,838,000"
"17 Dec 2025","23","VILLA VERDE","XX VERDE CRESCENT","Terrace","99 yrs FROM 1997","2,153","Land","1,231","2,650,000"
"17 Dec 2025","22","WESTVILLE","XX WESTWOOD TERRACE","Terrace","99 yrs FROM 1994","1,733","Land","1,500","2,600,000"
"16 Dec 2025","19","N.A.","XX SIRAT ROAD","Terrace","Freehold","1,863","Land","3,289","6,128,000"
"16 Dec 2025","19","GOLDENHILL VILLAS","XX GOLDEN WALK","Terrace","Freehold","1,615","Land","2,787","4,500,000"
"15 Dec 2025","13","N.A.","XX LICHI AVENUE","Terrace","Freehold","1,703","Land","2,261","3,850,000"
"15 Dec 2025","28","N.A.","XX GERALD CRESCENT","Terrace","Freehold","1,873","Land","2,056","3,850,000"
"15 Dec 2025","19","PARRY GREEN","XX LIMBOK TERRACE","Terrace","99 yrs FROM 1996","2,187","Land","1,280","2,800,000"
"12 Dec 2025","9","N.A.","XX JALAN ELOK","Terrace","Freehold","1,877","Land","3,995","7,500,000"
"12 Dec 2025","14","N.A.","XX JALAN EUNOS","Terrace","Freehold","1,555","Land","2,430","3,780,000"
"12 Dec 2025","19","N.A.","XX LIM AH PIN ROAD","Terrace","Freehold","1,618","Land","3,029","4,900,000"
"12 Dec 2025","19","N.A.","XX SIRAT ROAD","Terrace","999 yrs FROM 1878","2,454","Land","3,007","7,380,000"
"12 Dec 2025","16","N.A.","XX JALAN CHEMPAKA KUNING","Terrace","70 yrs FROM 1964","2,354","Land","229","538,000"
"12 Dec 2025","13","DAISY PARK","XX DAISY AVENUE","Terrace","Freehold","1,661","Land","2,679","4,450,000"
"12 Dec 2025","19","GOLDEN HILL ESTATE","XX LI HWAN DRIVE","Terrace","Freehold","1,671","Land","2,335","3,900,000"
"12 Dec 2025","13","MACPHERSON GARDEN ESTATE","XX JALAN MUHIBBAH","Terrace","Freehold","2,043","Land","2,496","5,100,000"
"12 Dec 2025","23","PAVILION PARK","XX PAVILION VIEW","Terrace","Freehold","1,615","Land","2,812","4,540,000"
"12 Dec 2025","19","SERANGOON GARDEN ESTATE","XX CONISTON GROVE","Terrace","999 yrs FROM 1956","1,840","Land","3,088","5,680,000"
"11 Dec 2025","20","N.A.","XX UPPER THOMSON ROAD","Terrace","Freehold","1,699","Land","1,949","3,310,000"
"11 Dec 2025","19","FORTUNA HILL","XX JANSEN ROAD","Terrace","999 yrs FROM 1876","1,967","Land","2,034","4,000,888"
"11 Dec 2025","27","STRAITS GARDENS","XX ANDREWS AVENUE","Terrace","Freehold","2,762","Land","1,493","4,125,000"
"11 Dec 2025","19","ARDISIA GARDENS","XX SERANGOON TERRACE","Terrace","99 yrs FROM 1993","1,731","Land","1,853","3,208,000"
"10 Dec 2025","14","N.A.","XX JALAN KECHOT","Terrace","Freehold","3,443","Land","1,670","5,750,000"
"10 Dec 2025","15","N.A.","XX LANGSAT ROAD","Terrace","Freehold","1,181","Land","4,488","5,300,000"
"10 Dec 2025","28","DEDAP GARDENS","XX DEDAP LINK","Terrace","999 yrs FROM 1879","2,201","Land","1,880","4,138,000"
"10 Dec 2025","16","MERA TERRACE","XX SEAGULL WALK","Terrace","Freehold","1,615","Land","2,581","4,168,000"
"10 Dec 2025","20","THOMSON GARDEN ESTATE","XX JALAN MINGGU","Terrace","Freehold","1,156","Land","3,633","4,200,000"
"10 Dec 2025","28","JALAN KAYU ESTATE","XX JALAN TARI SERIMPI","Terrace","999 yrs FROM 1879","1,553","Land","2,640","4,100,000"
"9 Dec 2025","20","N.A.","XX FULTON ROAD","Terrace","Freehold","1,889","Land","3,123","5,900,000"
"9 Dec 2025","19","FLORENCE GROVE","XX FLORENCE CLOSE","Terrace","Freehold","1,751","Land","1,980","3,468,000"
"9 Dec 2025","11","GREENWOOD VILLAS","XX GREENWOOD WALK","Terrace","Freehold","2,224","Land","3,193","7,100,000"
"9 Dec 2025","19","PRINCETON VALE","XX POH HUAT TERRACE","Terrace","99 yrs FROM 1996","1,709","Land","1,609","2,750,000"
"9 Dec 2025","28","ALANA","XX SUNRISE TERRACE","Terrace","103 yrs FROM 2013","3,035","Strata","1,212","3,680,000"
"8 Dec 2025","13","N.A.","XX SOMMERVILLE ROAD","Terrace","Freehold","2,038","Land","2,282","4,650,000"
"8 Dec 2025","15","N.A.","XX EVERITT ROAD","Terrace","Freehold","1,284","Land","3,800","4,880,000"
"8 Dec 2025","16","BEDOK RIA","XX BEDOK RIA WALK","Terrace","Freehold","3,604","Land","1,296","4,670,000"
"8 Dec 2025","16","BEDOK RIA","XX BEDOK RIA CRESCENT","Terrace","Freehold","1,775","Land","2,281","4,048,000"
"8 Dec 2025","20","LAUW & SONS GARDEN","XX BINCHANG RISE","Terrace","Freehold","3,212","Land","2,273","7,300,000"
"8 Dec 2025","26","THE SPRINGSIDE","XX SPRINGSIDE GREEN","Terrace","Freehold","1,847","Land","2,101","3,880,000"
"8 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,611","4,215,000"
"8 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,595","4,189,205"
"8 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,607","4,209,000"
"7 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,616","4,223,000"
"7 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,614","4,220,790"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,579","4,163,595"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,580","4,165,565"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,587","4,177,385"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,582","4,169,505"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,586","4,176,000"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","2,422","Land","2,012","4,873,000"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,606","4,207,000"
"6 Dec 2025","28","POLLEN COLLECTION II","XX POLLEN RISE","Terrace","99 yrs FROM 2025","1,615","Land","2,609","4,213,000"
