"Date","District","ProjectName","Address","PropertyType","Tenure","AreaSqFt","AreaType","PricePSF","Price"
"25 Apr 2026","5","BLOOMSBURY RESIDENCES","63 MEDIA CIRCLE #XX-XX","Apartment","99 yrs FROM 2024","990","Strata","2,563","2,538,000"
"25 Apr 2026","5","BLOOMSBURY RESIDENCES","63 MEDIA CIRCLE #XX-XX","Apartment","99 yrs FROM 2024","990","Strata","2,571","2,546,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,076","2,101,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,080","2,105,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,085","2,110,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,094","2,119,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,103","2,128,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,112","2,137,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,138","2,163,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,142","2,167,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,147","2,172,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,156","2,181,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,164","2,190,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,173","2,199,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,185","2,211,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,195","2,221,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,205","2,231,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,215","2,241,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,225","2,251,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,266","2,293,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,276","2,303,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,012","Strata","2,286","2,313,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,138","2,186,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,147","2,195,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,155","2,204,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,164","2,213,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,173","2,222,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,216","2,266,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,245","2,296,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,255","2,306,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,275","2,326,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","13 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,023","Strata","2,284","2,336,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,704","2,794,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,738","2,829,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,828","2,922,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,834","2,929,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,841","2,936,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,880","2,976,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,887","2,983,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,894","2,990,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,907","3,004,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,914","3,011,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,988","3,088,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,998","3,098,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,134","3,238,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,143","3,248,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,153","3,258,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,172","3,278,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,192","3,298,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,075","2,144,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,079","2,148,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,084","2,153,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,092","2,162,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,101","2,171,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,110","2,180,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,133","2,204,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,143","2,214,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,152","2,224,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,162","2,234,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,181","2,254,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,191","2,264,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,201","2,274,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,210","2,284,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","15 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,220","2,294,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,075","2,144,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,079","2,148,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,084","2,153,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,092","2,162,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,101","2,171,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,110","2,180,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,152","2,224,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,162","2,234,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,191","2,264,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,201","2,274,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","19 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,220","2,294,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,116","2,187,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,125","2,196,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,134","2,205,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,136","2,207,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,143","2,214,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,144","2,216,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,153","2,225,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,175","2,248,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,185","2,258,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,195","2,268,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,214","2,288,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,224","2,298,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,234","2,308,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,243","2,318,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,249","2,324,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","21 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,253","2,328,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,095","2,165,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,099","2,169,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,104","2,174,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,113","2,183,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,121","2,192,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,211","2,285,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,221","2,295,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","27 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,240","2,315,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,735","2,826,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,741","2,832,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,785","2,878,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,791","2,884,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,797","2,890,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,808","2,902,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,814","2,908,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,872","2,968,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,881","2,977,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,890","2,986,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,898","2,995,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,907","3,004,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,916","3,013,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,924","3,022,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,933","3,031,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","2,942","3,040,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,000","3,100,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,009","3,109,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,017","3,118,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,026","3,127,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,035","3,136,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,044","3,145,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,033","Strata","3,052","3,154,000"
"25 Apr 2026","18","RIVELLE TAMPINES","51 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,916","2,000,000"
"25 Apr 2026","18","RIVELLE TAMPINES","51 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,945","2,031,000"
"25 Apr 2026","18","RIVELLE TAMPINES","51 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,962","2,049,000"
"25 Apr 2026","18","RIVELLE TAMPINES","55 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,958","2,044,000"
"25 Apr 2026","18","RIVELLE TAMPINES","55 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,969","2,056,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,905","1,989,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,986","2,074,000"
"25 Apr 2026","18","RIVELLE TAMPINES","59 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","2,011","2,100,000"
"25 Apr 2026","18","RIVELLE TAMPINES","63 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,929","2,014,000"
"25 Apr 2026","18","RIVELLE TAMPINES","65 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,905","1,989,000"
"25 Apr 2026","18","RIVELLE TAMPINES","65 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,959","2,045,000"
"25 Apr 2026","18","RIVELLE TAMPINES","67 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,905","1,989,000"
"25 Apr 2026","18","RIVELLE TAMPINES","67 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,912","1,996,000"
"25 Apr 2026","18","RIVELLE TAMPINES","69 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,905","1,989,000"
"25 Apr 2026","18","RIVELLE TAMPINES","69 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,941","2,027,000"
"25 Apr 2026","18","RIVELLE TAMPINES","69 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,044","Strata","1,947","2,033,000"
"25 Apr 2026","17","COASTAL CABANA","24 JALAN LOYANG BESAR #XX-XX","Exec Condo","99 yrs FROM 2024","1,055","Strata","1,907","2,012,000"
"25 Apr 2026","15","ARINA EAST RESIDENCES","6D TANJONG RHU ROAD #XX-XX","Apartment","Freehold","1,087","Strata","2,932","3,188,000"
"25 Apr 2026","18","RIVELLE TAMPINES","51 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,109","Strata","1,918","2,126,000"
"25 Apr 2026","18","RIVELLE TAMPINES","51 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,109","Strata","1,925","2,134,000"
"25 Apr 2026","18","RIVELLE TAMPINES","61 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,109","Strata","1,953","2,165,000"
"25 Apr 2026","18","RIVELLE TAMPINES","67 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,109","Strata","1,925","2,134,000"
"25 Apr 2026","18","RIVELLE TAMPINES","69 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,109","Strata","1,840","2,040,000"
"25 Apr 2026","24","TENGAH GARDEN RESIDENCES","25 TENGAH GARDEN AVENUE #XX-XX","Apartment","99 years leasehold","1,130","Strata","2,088","2,360,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,861","3,357,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,882","3,381,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,892","3,393,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,902","3,405,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,912","3,417,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,965","3,479,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,975","3,491,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,986","3,503,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,996","3,515,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,006","3,527,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,107","3,645,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,117","3,657,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,127","3,669,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,137","3,681,000"
"25 Apr 2026","16","VELA BAY","1 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","3,168","3,717,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,750","3,227,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,819","3,307,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,825","3,315,000"
"25 Apr 2026","16","VELA BAY","3 BAYSHORE WALK #XX-XX","Apartment","99 years leasehold","1,173","Strata","2,885","3,385,000"
"25 Apr 2026","5","ELTA","12 CLEMENTI AVENUE 1 #XX-XX","Apartment","99 yrs FROM 2024","1,184","Strata","2,775","3,286,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,888","2,235,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,894","2,243,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,908","2,259,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,915","2,268,000"
"25 Apr 2026","18","RIVELLE TAMPINES","57 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,922","2,276,000"
"25 Apr 2026","18","RIVELLE TAMPINES","61 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,919","2,272,000"
"25 Apr 2026","18","RIVELLE TAMPINES","67 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,899","2,249,000"
"25 Apr 2026","18","RIVELLE TAMPINES","67 TAMPINES STREET 95 #XX-XX","Exec Condo","99 yrs FROM 2025","1,184","Strata","1,906","2,257,000"
